민원 내용	담당부서
"주거지 주차지역의 견인대상에 대해서 문의드립니다

주거지 주차지역은 그 자리에 주차하는사람이 한달에 주차비를 내고 전용으로 주차할수 있는공간으로 알고 있습니다..그런데 주차하는 사람의 허락을 득해서 차를 대고 볼일을 보고 와보니 차가 견인되고 있었습니다.
그곳에 주차하는 분의 신고도 없었고 다른사람한테 불편을 준것도 아닌데 다만 주차담당자가 그곳에 전용으로 주차하는 차가 아니라서 자기가 신고해서 차를 견인하라고 한겁니다

그것도 바로 남산동 동사무소 앞에서.. 그곳은 동사무소가 주차공간을 만들어서 주민들한테 돈을 받고 주차를 하고 있는곳으로 동사무소에 볼일이 있어도 동사무소의 주차공간이 좁기 때문에 항상 많은 민원인들이 주거지 전용공간에 잠시대고 볼일을 보곤하는 곳이었는데
종종 전용주차하시는 분이 신고하면 견인은 해가는 지역으로 동사무소에서 주차공간을 적에 확보해서 민원인들이 불편을 겪고 있습니다...

그래서 저는 그곳에 전용주차하는 분의 허락을 얻어서 아무 문제 없을 것으로 생각하고 차를 주차시켰는데 담당공무원이 견인차를 불러 견인을 했습니다...
제 차에 전화번호가 없어서 견인차를 불렀다고 하는데 전화번호가 있건없건 그곳에 주차하는 분의 허락을 받고 주차를 하고 그분이 견인해가라고 신고도 안했는데 어떻게 담당공무원이라는 이유로 견인을 할수 있습니까

저도 다른지역에서 주거지 전용주차공간을 사용했는데 우리집에 손님이 오면 그곳에 차를 대도록 했었는데 그것이 불법입니까.. 일일이 오늘 내 주차공간에 다른사람이 차를 댔으니 양해해달라고 담당자에게 전화를 해야합니까
이런 답답하고 자기 멋대로인 담당자의 과잉단속을 시정하여 주십시요"	안전도시국 건축과
"부산대학교정문옆에 아울렛건물 4층 내부공사를 하는데 석면가루,유리솜,시멘트먼지가 심합니당
제남자친구가 일을하는데 말을못할정도로 심해서 하루일하고 병원을 다니고있습니다
제주위사람들도 부대근처에 일하는사람들말로 일하던사람한분이 응급차에 실려나오기도 했다네요
이거 불법이라는데 환기며 소화기 상태도 안되어 있다네요
이런거 구청에서 조치를 취하여 줘야하는걸로 아는데여
빠른 조사 부탁드릴께요
저하ㅏ가 글올렸다고 아무 상관안하시거 방치하신다면 저말고 따른사람이나 아님 일하던 또다른 사람이 실려 나갔겠져
그전에 구청에서 조사하셔야된다고 생각합니다
만약 조사를안하신다면
계속 다른구청부터 이런글 올려서 구청에도 문제에 글 올릴껍니다
제글읽고 봐로 조사착수 해주세요"	안전도시국 건축과
"세상에이런일이있습니까

부산은행 동상동지점. 은행 지하주차장을 노점상에게 임대하였습니까?

얼마나를 받고 임대하였는지는몰라도.노점상 주인이 주차장문을 열고닫고하고. 공휴일이나 토일요일 마음대로 열고닫고 또한

주말엔 아예 개인창고로 사용하고있습니다.개인장사물건 과일등등...

은행이라는곳이 개인이 혼자사용 하는곳입니까 ..
어떤관계가있는지 모르겠지만 서동주민들이 너무불편함을 겪고있습니다.


차라리 아무에게나 열쇠를주어서 마음대로쓰도록 해주던가요

지하주차장도 은행것아닙니까 어디에도 이런 은행은 없을겁니다.

어떻게 이런은행을 믿고 돈을맡기겠습니까. 주차장도 인도를 노점상이 다 점령해서

행인이 자동차도로로다녀야할 형편이니.날치기 소매치기 오토바이사고등등.누가책임집니까

오늘 저는 날씨치를 당할뻔햇습니다.

은행담벼락을 아예 노점상이점령하여. 행인이 차도로 다니고있습니다.
빗길에 미끄러지고. 날치기를당할뻔햇습니다 이런일이있습니까

주차장을 노점상에게 임대를 얼마에해주었습니까
추석도 다가오는데 불안하여 은행출입을 못하겠습니다.

어떤조치를 내려주세요 너무나 불편합니다."	안전도시국 건축과
"구청 담당자 분께서는 직접 주중과 주말에 불시에 현장 실사를 와주셨으면 합니다....
이상입니다."	안전도시국 건축과
"도보블럭 설치 요청합니다.
위치: 롯데캐슬 지나고 구서초등학교 담벽 도로가 ~ 서전 학원 도로가 오른편 도보블럭설치

설치 이유:
1. 첨부사진과 같이 초등학교 담벽쪽은 도보블럭이 설치 되어 있으나
오른쪽 도로에는 설치 되어 있지 않아 도로가 울퉁불퉁하고 패인곳이 많아 시민들이 지나다니는데
불편함이 있습니다.

2.롯데캐슬 도로 양쪽에는 도보블럭이 다 깔려 있으나
구서초등학교 담벽 오르막~ 서전학원 까지 오른편 도로가는 도보 블럭이 설치 되어 있지 않아
설치를 요청합니다.

3. 오르막 도로라서 경사가 가파르고 아스팔트 부분이 고르지 못하고 패인곳과 평평하지않아
지나가는데 불편을 느낍니다.

※ 첨부파일 :
2.jpg
1.jpg"	주민생활지원국 환경위생과
"처가가 청룡동 범양 아파트 옆 해지빌라입니다.
아이를 맡겨놓구 있어서 매일 들립니다.
한달전인가 도로끝 인도쪽으로 붙여서 굴착작업을 하더군요
그리곤 임시포장도 없이 그냥 흙으로만 덮어놓고 지금까지 그대로 입니다.
다른 공사는 끝나는 데로 임시포장 아님 부직포라도 해서 먼지날림을 방지한다던지
주변이 재오염이 되는 걸 방지하던데
그 공사는 왜 여태껏 그대로 두는지 알수가 없네요
빠른 조치가 되어야 할것으로 보입니다.
처가에서도 어떻게 해야 할지 모르셔서 가만히 계셨지만
이건 아니라고 봅니다.
구청에서는 그것을 허가 해주시나요
굴착허가가 되었다면 이후 처리사항도 확인해야하는 것 아닌지요
아무리 날이 더웠고 비가 많이 왔다 하더라도
조치될 시간은 이미 지났다 봅니다.
빠른 조치 바랍니다.

※ 첨부파일 :
불편신고위치.jpg"	안전도시국 건축과
"남산동 696-15번지 인것같습니다...
주택가 한 복판에 주인을 찾을 수없는 빈? 공터가 있습니다.(동에서 주인을 찾을 수 없답니다)
큰 도토리나무가 있는 그 공터에는 주민 몇분이 채소를 직접재배하시는데 관리가 엉망입니다.
채소를 기르신다고 거름을 모아놓으셨다가 거기에 뿌리시기도 하고 똥물을 뿌리시기도하고..
악취가 장난이 아닙니다
그리고 온갖잡다한 것들을 가져다 놓으시고 관리가 전혀 되지 않고 있습니다 거기다 그 터에 온갖음식물쓰레기라든지 등등을 여기저기에서 버리시고 하다보니 모기며 파리며 바퀴벌레며 구더기며 ..장난이 아닙니다.
구에서 와서 깨끗하게 쓰레기를 치우고 하라고 하니 그 터는 자기것이 아니고 자기 채소도 아니고 엎으라 합니다.
주택가 한복판에 이 무슨..주인을 찾을수 없다는 이유만으로 통장이며 동이며 구며 다 신경을 쓰지 않습니다. 금정구에 사는 구민 한사람으로써 실망입니다 구석구석살피는 살기좋은 금정이 아닌것입니까?
거기를 쓰레기장으로 만드실것입니까?
아무리 개인땅이라 하지만 주인을 찾을수 없다면 구에서 관리를 해 주셔야 하지 않겟습니까?
그 옆에는 어린이집이 있습니다.
아이들이 매일 그 옆에서 노는 것 같은데..악취뿐만아니라 그 공터담벼락이 있는데 태풍이 한번만 오면 와르르무너질위기에 처해 있는데 주인을 찾을 수 없다는 이유로 관리를 하지 않으시면 ..그건 안되죠 금정구의 주민 한사람으로써 쾌적하고 안전하게 바꿔주시길 부탁드립니다."	안전도시국 건축과
"아파트 옹벽위에 나무가 죽었습니다..몄십년이 지난나무가..
아름드리 나무가요,왜죽었는지 우린모릅니다.단지 추측컨데 누군가 농사지으려고 욕심을 내지않았나
하는생각이 드는군요 ..그나무가 우리건지도 몰랐습니다.
하루는 동사무소 금정구청에서 나와서 우리거라고 하더군요..옹벽위에나무가 죽은나무가.. 태풍오고
폭우_아지고 하니 주민들이 너무 위험하다고 부곡4동 사무소에 통장을통해 신고하고 금정구청에 신고하고
하니 나무를 베어주겠다고 해놓고 이제와서 윗분들이 반대를해서 안된다고하네요??
왜 나무를 베어준다고 했다가 안되는지 그 이유가 궁금합니다..
서울 물날리 났을때 서초구청에서는 주민들이 위험하다고하면 다 베어줬다는데
우리 금정구청은 않되는지 ???알려 주십시요..."	안전도시국 건축과
"금정구민으로서 평소 윤산을거쳐 구월산 임도를 자주 찾아 운동을 해왔습니다. 지난 7월1일엔 며칠간 내리던 비가 그쳐서 다시 찾게되었고 그날은 구월산 약수터 위로 조금 더 올라갔다가 아래 사진에 보이는 만남의 숲으로 가는 시멘트로 포장된 비탈길을 무심코 들어섰다 그만 미끄러지고 말았네요 얼마나 미끄러웠던지 일어나다 또 미끄러지고 팔목은 이미 뒤틀려버리고 아래를 보니 경사가 장난이 아니어서 도저히 내려갈 엄두도 안나고 진땀만 푹푹 등산화를 신었지만 일어설수조차 없더군요 어쩔수없이 길도 아닌 숲으로 들어가서 간신히 임도로 내려올수 있었네요 집으로 돌아와서 바로 병원에 갔더니 미끄러지면서 바닥을 짚었던 팔목이 골절되었다하더군요 8월중순까진 깁스해있다 이젠 풀고 물리치료중입니다 비탈길이 미끄러울걸 예상못한 제가 참 어이없었지만 산속 그 비탈길에 왜 시멘트 포장을 해놨는지 이해가 안되더군요 만약 바닥이 흙이나 자갈이었다면 그처럼 미끄럽진 않았겠죠 향후 저와 같은 골절사고를 예방하려면 이곳의 시멘트를 다른 걸로 교체하시길 바랍니다

※ 첨부파일 :
2011-08-11 10.59.18.jpg"	안전도시국 건축과
"안녕하십니까?

저는 경남 김해에 사는 등산좋아하는 사람입니다.

금정산이 좋다고 하여 지난주말에 다녀왔습니다.

역시 산이 좋아서 그런지 등산객들이 많이 오더군요.

좋은공기 마시고 시원한 바람에 땀을 식히면서 화장실을 향해 가는데

냄새나는 간이 화장실일줄 알았던곳에 멋지게 수세식 화장실이 있더군요.

세상에 그 손꼭대기에 어떻게 만들었지?하는 궁금점보다는 편하게 볼일볼수있었다는데

너무너무 만족합니다. 간단하게 설명이 있어 친환경 화장실인거는 알수있었고,

부산의 많은 산들중에서 역시 금정산이 편의시설도 좋고 등산로 정비도 잘하였고

뭐니 뭐니 해도 화장실이 수세식이라 아이들이나 여자분들도 사용하시기에 너무너무 좋을것 같네요.

역시 부산은 이런 친환경 시스템도 앞서 나가는군요.

구청장님 이하 담당공무원분 수고 많으셨습니다.

이런 좋은건 다른 지자체에도 전파좀 시켜주세요."	안전도시국 건축과
"구청장님 안녕하십니까?
저는 해운대에있는 육군제 53보병사단에서 근무하는 박경성 상사 입니다.
저희 육군에서는 6.25무공훈장 찾아주기 및 전사자 유가족 찾기 사업을 추진하고 있으나 6.25당시의
자료가 미비하고 그나마도 정확하게 구축된 자료가 부족하다보니 많은 애로를 겪고 있습니다.
그런와중에 무엇보다 절실하게 도움이 요구되는것은 구청/읍면사무소 입니다.
전반기를 포함하여 이번 8월11일에 금정구청을 방문하여 민원여권과 직원분들의 도움으로 총12명의 선배전우님의 유가족을 찾아 보훈혜택을 드리게 되었읍니다.
특히 황좌연 민원봉사과장님과 김귀엽,정해향,감명선님등 담당자님들께서 바쁘게 밀려오는 민원업무 가운데서도 내일처럼 팔을 걷고 적극적으로 도와주시어 많은분들을 찾을수 있었으며, 그에대한 감사함을 금할길이 없읍니다.
이러한 훌륭한 공무원분들이 근무하신다는 것은 구청장님께서 직원들을 훌륭하게 이끄셨기 때문이 아닌가 생각됩니다.
보이지 않는곳에서도 자신의 일을 묵묵히 하시는 이분들이야 말로 구청장님의 큰격려와 작은포상이 있었으면하는것이 제 작은 바람입니다.
다시한번 큰 도움주신 구청장님과 임직원분들에게 감사의 말씀올립니다.
수고하십시요 충성!"	안전도시국 건축과
